image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_000001,2018-04-01,"South Central Avenue, West",1900,3926,"business start your engines with customized professional services by cbb Bank, Bonita Fabrics Inc., furniture and decorative arts district, on air we go there tidal podcasts in real life with Angie Martinez and Miss info",,cbb Bank,, Bonita Fabrics Inc.,Fabric Store,,,Closed,
street_views_000002,2011-04-01,"South Central Avenue, East",1900,3924,"Gavilan, no smoking, no solicitors, no shoes, no shirt, no service, drive-thru",,,,Gavilan,Fast Food,parking lot,,,
street_views_000003,2018-04-01,"South Central Avenue, West",1900,3921,"eloisas botiquee, esmeralda and roberts beauty cut flowers and gifts, delivery, tires, auto body work, used car for sale, no warranty on used tires, west lake, washington auto service, auto repair, new and used tires, muffler, RKM and Ken Y","cortes, tintes, raitos,trabajos de carboceria",,,"Washington Auto Service, Eloisas Boutiquee, Esmeralda and Roberts Beauty Cut Flowers and Gifts","Florist, Automotive Services, Clothing Store",,,,
street_views_000004,2017-11-01,"South Central Avenue, West",1900,3924,"drive thru, unauthorized vehicles parked in designated accesible spaces not displaying distinguishing placards or special license plates issues for person with disabilities will be towed away at the owners expense, towing solutions",,,,Gavilan,Fast Food,parking lot,,,
street_views_000005,2018-04-01,"South Central Avenue, East",2000,4250,www.DancingQueenDress.com ,,,,Danacing Queen Dress,Clothing Store,,,,
street_views_000006,2018-04-01,"South Central Avenue, West",2000,3920,,,,,,School,Playground,,,
street_views_000007,2018-04-01,"South Central Avenue, West",2000,4360,"Central Vision Care, Optometry, Eye Exams, Adults and Kids,  Medical Accepted, Chinese Fast Food Open, China Chef's Express Chinese Food, Contact Lenses","Optometria, Examenes De Ojos, Niños y Adultos, Aceptamos Medical,",,,,"Fast Food, Eye Doctor",,,,
street_views_000008,2018-04-01,"South Central Avenue, West",2000,4251,"Mexican Food,Burriots, Tacos","Taquerja Los Compadres, Quezadillas, Tortas, Rice Menudo, Hoy, Desayunos, Cabeza, Pastor, Pollo, Chorizo, Buche, Huevos ",,,Taquerja Los Compadres Mexican Food,Fast Food ,,,,
street_views_000009,2018-04-01,"South Central Avenue, East",2000,4360,"Superior Grocers, Auto Insurance, Auto Registration, Income Tax","Seguro de Auto, Registracion de Auto",,,"Superior Grocers, Auto Insurace/Auto Registration,Income Tax ","Grocery, Financial Services",Parking Lot,,,
street_views_000010,2018-04-01,"South Central Avenue, West",2100,3404,"Coin Laundry, Haircuts, Tony's Restaurant, Burger, Mex-American Food, Alondras Beauty Salon and Haircuts, Harmonious Healing, Dr. Solomon, Suffering of Depression, Anxiety, PTSD, Stress, ADHD, Shalom, Alternative Meditation, Free Delivery","Cortes para toda la Familia, Variendades Norma, Lavanderia, Peinados, Bases, Tintes, Raritos",,,"Alondra's Beauty Salon, Coin Laundry, Dr. Solomon Alternative Medication, Tony's Restaurant","Beauty Salon and Barber Shop, Laundromat, Restaurant, Alternative Medicine",,,,
street_views_000011,2018-04-01,"South Central Avenue, East",2100,3402,"Pharmacy, Olive Branch, Worker's Compensation, Open, Free Delivery,  Root Canal Therapy, Welcome, Health Mart Pharmacy, Prescriptions, General Medicine, Doctor Consultation, Blood Pressure, Chloesterol, Anemia, Diabetes, Athritis, Thyroids, Triglycenride, Thyroids, Kidney, Liver, Urine, More, Social Worker, Friendly Social Worker to assist you with your Medi-cal needs at our clinic regardless of your migratory status, Trabajador Social, Let's keep our community, Clean & Green, Prenatal Care, Doctor without appointment, Pregnancy Test, Ultrasound, Post Partum Check Up, Personalized, Medical Attention, WIC Program, Tests for you and your Baby, Special Attention for High Risk Pregnancy,  Medical Group, Complete CHDP, CHDP Completo, Tests for Children 0-18 years, vaccines, vision & anemia tests, sports test, WIC referral dentist referral,  Parking, available inside the building","Parciales, Dentures, Endodontia,Bienvenidos, Receta Medica, Farmacia, Bajos Precios, Servicio Professional Amable, Productos de Latino America, Medicina General, Consulta al Doctor, Presion, Colesterol, Tiroides, Triglicerios, Riñones, Higado, Orina y Mas, Amable trabajador social disponible en nuestra clinica para ayudarie con se Medi-cal no importa su estatus migratorio, Cuidado Prenatal, Consultas Medicas, Sin Cita, Preuba de Embaraze, Ultrasonidos, Doctor Despues, Atencion Medica Personalizada, Programa WIC, Pruebas y Examenes para Usted y su Bebe, Atencion Especial Para, Enbrarazos De Alto Riesgn, Smartlipo Triplex,  Clinica De Los Angeles,e xamen para niños y adolecentes de 0 a 18 años para la escuela, examen de vista y anemia, examen para deportes, referencias para WIC, referencias dentales, dispondible adentro",SmartLip Implex ,,"Clinica de Los Angeles Medical Group, Olive Branch Pharmacy","Pharmacy, Doctor",,,,
street_views_000012,2018-04-01,"South Central Avenue, West",2100,3405,"Eastsider Motel, Free HBO ESPN, Cable Channels, Speical Rate, Nice Rooms, Wireless Connection",,,,Eastsider Motel,Motel,open lot,mural,,
street_views_000013,2018-04-01,"South Central Avenue, East",2100,3402,"Noemi,walmart, target, warning, security cameras in use,kmart, francisco lopez, amy lopez, ramos, LA, beauty ","Variedades, Sodas y Aguas, Bolsas, Juguetes, Champú, Detergente, Pampers y Mucho más, variedades,  para regalos, se inflan glob, pastores, iglesia de jesuscristo, los guerreros de jehova, martes servicio de damas, mericoles oracion, sabado culto evangelistico, domingo culto general,",,,"Ramos' Barber Shop,  Variedades Noemi","Beauty Salon and Barber Shop, General Store",open lot ,"street art, graffiti",,
street_views_000014,2018-04-01,"South Central Avenue, East",2100,3402,"Motivational Recovery Services, Drugs and Alcohol Treatment, poor choice of friends, steals money, disrespectful, school problems, do you struggle with your child?, changes, progress, growth, survive, progress, improve, adapt, outpatient drug and alchol treatment center, the outcome of tomorrow is determined by the choices you make today, el chapo tools, herramientas en general, repair, de-walt, makita, milwaukee-tyobo, skill-porter cable, warning security cameras in use, unlock, boost mobile, t-mobile, centro de pagos, copy, scan",,"AFCC, boost mobile, T-mobile,",,"Motivational Recovery Services Drug and Alcohol Treatment, El Chapo Tools, ","rehabilitation servies, hardware store",,,,
street_views_000015,,,,3402,"digicel, plans now include taxes and fees, page plus, boss revoluation, tico, simple mobile, air voice, clear, spot mobile, net 10 wireless, atm, ebt cash, Mr. Jalapeño grill, authentic mexican food, fish fillet, friend chicken, now serving breakfast, we have coffee,cheeese burger and french fries, combo, tacos, burritos, calling orders,vickis clothing, no smoking","baterias, para reloj, esmeralda, reparacion relojes alhajas joyas, para control corro, autentica, comida, mexicana,  tenemos cafe, sirviendo desallunos, tacos de pescado, flautas de pollo torta, asada o pollo, viernes especial, ropa para damas, caballeros y niños, carateras, cosmeticos, perfumes, juguetes, ordenes por telefono,  flautas, sopes, huaraches, quesadillas, tortas, tacos, dorados, enchiladas, quesadillas de masa/fritas, tostadas de ceviche, coctel de caamron, caldo de camaron, 7mares menudo, birria, mole, pozole, caldo de res, sopa de albondigas, mole de olla, ",,,"Esmeralda Reparacion, Mr. Jalapeno Grill, Vicki's Clothing","Electronics Store, Restaurant,  Clothing Store",,Handpainted Signs,,
street_views_000016,2018-04-01,"South Central Avenue, West",2100,3400,"Love your neighborhood, open, barber shop, fade, taper, fo-hawk, mo-hawk, barba, line-up, regular, hair cut, beauty salon, Kary's Barber Shop,  alterations, zippers, custom paints, fix your credit, I buy homes","Restaurante Salvadoreno, La Ramad, sastreria vilchis, vastillas, sacos, vestidos, hecuras pantalon",,,"Kary's Barber Shop, La Ramada Restaurants, Sasteria Vilchis Tailor, Tires, Jimenez Oil Change","Beauty Salon and Barber Shop, Restaurant, Tailor, Automotive Services",Parking Lot,,,
street_views_000017,2018-04-01,"South Central Avenue, West",2200,3398,"Bernice's Rummage Store Rental, Space Available for sales, Complete auto body and mechanic shop, grand opening, got flowers, tires shop, auto, tires, mufflers",,,,"Auto Shop and Tire Shop, Bernice's Rummage Store Rental","Automotive Services, Thrift Shop",Parking Lot,Hand Painted Signs,Bernice is closed,
street_views_000018,2018-04-01,"South Central Avenue, East",2200,4299,"atm, ebt cash, metro, thank you for shopping here, your business is appreciated, meat market, fruits and vegetables, frlarios bakery, pasteles, pizza, café","Carniceria el torito, utas y verduras, iridologia computarizada, medicina altemativa USA, natures supplements, atarves del iris del ojo observamos, auténtico pan mexicano, productos naturales auciliar en casos de, colestrol, diabetes, presion arterial, anemia, estres, insomnio, trigliceridos, problema de higado, menopausia, perido irregular, mala memoria, mareo, dolor de coyuntura, dolor muscular, impotencia sexual, hemorroides, mala circulacion, gastrities, acides ulcera, inflammacion de estomago, reflujo, problemas de obesidad como",,,"Medicina Altemativa USA Nature Supplements, El Torito Meat Market and Grocery, Larios Bakery","Meat Market, Grocery, Alternative Medicine, Bakery",,mural,,
street_views_000019,2018-04-01,"South Central Avenue, East",2200,4299,"video central, eloisas plaza",,,,"Video Central, Eloisa's Plaza",Movie Rental,,,eloisa is unknown,
street_views_000020,2018-04-01,"South Central Avenue, East",2300,4299,"Dry Ice, Mexico, transfast, intermex, king's ice cream, worldwide money transfer, Ria, t-shirts","envia dinero a mexico centro, envios de dinero, veridades arturo, centro y sudamerica, rápido, seguro, económico","Transfast Worldwide Money Transfer, Ria Money Transfer, Intermex Money Treansfer",,"King's Ice Cream, Veridades Arturo General Store","General Store, Ice Cream Shop",,,,
street_views_000021,2018-04-01,"South Central Avenue, East",2300,4299,"99 cent, 6 pack soda, super dollar, recharge and refresh, pk soda, shampoo, ",,Coca-Cola,,Super Dollar Store,Discount Store,open lot,,,
street_views_000022,2018-04-01,"South Central Avenue, East",2300,4299,"Ready, It's Girl Scout Cookie Time, Life changes in an instant",,"Girl Scout Cookies, Covered California",,,,open lot,graffiti,,
street_views_000023,2018-04-01,"South Central Avenue, West",2300,4512,"EZ Wash Coin OP Laundry, one stop liquor, liquor, check cashing,new donuts , Advertising  differently, money order, atm, ebt, bottles, services, quick cash, moneygram,  twelve pack","cambio cheques, envio dinero",,,"One Stop Liquor, New Donuts, Coin Laundry","Liquor Store, Laundromat",Parking lot ,,,
street_views_000024,2018-04-01,"South Central Avenue, West",2300,4514,"Miranda Tapiceria Upholstery,  car furniture, vinil top's head lines, repair, no parking, driveway, phone,","reparacion, retapizado, muebles, carros",,,Miranda Tapiceria Upholstery,Furniture Repair,,Street Art,,
street_views_000025,2018-04-01,"South Central Avenuel, East",2300,4509," www.pulpitodelaire.org, historic central avenue jazz corridor, lincoln theatre, 23rd  st and central av","primero,iglesia de juescristo juda",,,,Church,,,,
street_views_000026,2018-04-01,"South Central Avenue, West",2400,4508,,,,,,,parking lot,,,
street_views_000027,2018-04-01,"South Central Avenue, East",2400,4509,,,,,,,Parking lot,,,
street_views_000028,2018-04-01,"South Central Avenue, West",2400,4508,"Kilgore Manor, CRCD Enterprises, osmart general construction, osmartgeneralconstruction@gmail.com, po box 6334 altadena, CA 91003, ",,,,,,Parking lot,,empty establishment,
street_views_000029,2018-04-01,"South Central Avenue, West",2500,4293,"Tricolor Sports, Tattoo Supply, JD Computers, Discount Store, ATM, ebt",amigo,,,"Discount Store, JD Computers, Tattoo's Supply, Tri Color  Sports","Discount Store, Electronics Store, Tattoo Shop, Clothing Store",,,,
street_views_000030,2018-04-01,"South Central Avenue, East",2500,4291,"Americas Meat Market, Barber Shop and Beauty Salon, Flowers and more, Central Avenue, Historic Business Improvement District, Shop and Visit Central Avenue, Vision and Mission, Major Business Clusters located along the Central Avenue Corridor, Markets"," Corte Tropical,",,,"Americas Meat Market, Corte Tropical Barber Shop and Beauty Salon, Flowers and More","Beauty Salon and Barber Shop, Florist, Meat Market",,hand painted sign,,
street_views_000031,2018-04-01,"South Central Avenue, East",2500,4291,"WeHO, West Hollywood Law Group LLP, Skate Shop, Angeles Club, ",,,,"West Hollywood Law Group, Skate Shop, Angeles Club","Legal Services, Skate Shop",,,,
street_views_000032,2018-04-01,"South Central Avenue, East",2500,4291,"L Wireless, Flowers, ATM, Kings Point Foot and Ankle, Podiatrist, Show, For Lease, Feather's and Friends Pet shop, Weddings, Funerals, Baptism, XV Years, Arrangments, Baskets, Vases and More, ultra go, intermex, sim, page plus, simple mobile, t-mobile, we fix phones, care credit, 0 percent financing available, podiatric medicine and surgery, bunions, hammertoes, toenail fungus, sports injurt, heel pain, ingrown toe nails, diabetic foot exams, custom orthotics, painful flat feet, wound care, trauma","cuidado díabetico, plantillas, ulceras, cirugia de jaunetes, dedos martillo, uñas con hongos, lesiones deportivas,dolor del talón, uñas enterradas, fracturas, 0 de financianmiento,podologo medicina y cirugia del pie",,,"L Wireless, Flowers, Kings Point Foot and Ankle","cellular service, Doctor, Pet Shop",,,,
street_views_000033,2018-04-01,"South Central Avenue, West",2500,4294,"Dental Office, Boost Mobile, free LG  phones, free samsung galaxy, Bowerse Sons Cleaners,  3 lines, iPhone 6, 20GB Hotspot, first month free, this weeks special, jeans 15 percent off",,,,"Boost Mobile,Dental Office, Bowerse Sons Cleaners ","cellular service, Dentist, Cleaning Services",ally,,,
street_views_000034,2018-04-01,"South Central Avenue, West",2500,1121,"CVS Pharamacy, notary public, tax services, metro, go metro, q income tax, immigration and citizenship, form services and associates, payroll, accounting,  IRS representation, tax debt relief"," y mes, peticiones, legalizacion, quimbayo",,,"CVS Pharmacy, Quimbayo Income Tax Services","Pharmacy, Financial Services",,,,
street_views_000035,2018-04-01,"South Central Avenue, East",2500,4292,"1 hour parking,  dalupana bakery,money orders, free, western union, bill payment center, Check cashing, for sale, mta bus passes, fax and copies services, lottery, lotto, lycamobile, call the world for less, jess chex wireless, digicel,  elektra","paga suilles aqui, gratis, jess chex wireless,hasta sabados y domingos, abierto de, sanco azteca,  aquí envía tu dinero a,canbuis de cheques, ahora disponible, ","digicel, western union, lycamobile",,,"Bakery, Financial Services",,,,
street_views_000036,2018-04-01,"South Central Avenue, East",2500,4292,"tacos, ","Cricket cubre al, 80 percent de la población en méxico, pallá, parcá, neta, el classificado, cemitas poblanas, tortas gigantes, tortillas a mano, ",Cricket Mobile,,Mexican Restaurant,Restaurant,,,,
street_views_000037,2018-01-01,"South Central Avenue, West",2600,4287,"Valero, Food Shop,  ATM inside,  smog check, ",,,,Valero Gas Station,Gas Station,Parking Lot,,,
street_views_000038,2018-01-01,"South Central Avenue, West",2600,4284,,,,,,,,,Residential (Apartments),
street_views_000039,2018-01-01,"South Central Avenue, East",2600,4284,"Churchs Chickens, since 1952, 12pc legs and thigh pr tender meal, drive thru, chicken mega bites, holiday feast,  I  buy houses fast cash, we buy houses, 20 year anniverary, gilberto santa rosa, microsoft theatre, any area price condition, 93.5 xday",,Church's Chicken,,Churchs Chicken,Fast Food,Parking Lot,street art,,
street_views_000040,2018-01-01,"South Central Avenue, West",2600,4281,,,,,,,,,Residential,
street_views_000041,2018-01-01,"South Central Avenue, East",2700,3385,"27th street bakery, pumpkin pie, open, sweets, coffee, internet café, homemade sweet potato pie, AL cams machine shop, engine rebuilding","pay de calabaza,",,,27th street Bakery Shop,Bakery,,handpainted sign,,
street_views_000042,2018-01-01,"South Central Avenue, West",2700,3387,"central neighborhood health foundation, medical lets keep our community, clean and green, pediactric clinic",pediatria,Clean and Green,,Central Neighborhood Health Foundation,Clinic,,,,
street_views_000043,2018-01-01,"South Central Avenue, West",2700,3384,"hair, braids, makeup, skincare, threading, wacing, mani and pedi, full sets, box braids, open, now accepting ebt, garcia mini market, lulu, fonseca new style, beauty salon, mendez bike shop","se solicita, manicurista, barbero, cosmetologa, ministerio rio limpio, iglesia evangelica pentecostal",,,"Mendez Bike Shop, Lulu Beauty Salon, Garcia Mini Market,  Beauty Salon","Bike Shop, Beauty Salon and Barber Shop, Mini Market",,Handpainted Sign,,
street_views_000044,2018-01-01,"South Central Avenue, East",2700,3386,"we accept ebt, ATM ","las palmas, carniceria las palmas, chorizo,  tenemos masa para tamales",,,Carnicera Las Palmas Restaurant,Restaurant,open lot,"mural, handpainted sign",,
street_views_000045,2018-01-01,"South Central Avenue, East",2700,3386,"Right equipment, lowerst cost, 85 million americans maybe even you have prediabetes, guy stuck in traffic, auto sales, uhaul rentals, fifty shades freed, dont miss the climax",,"Fifty Shades Freed Movie , Prediabetes ",,Uhaul ,Moving Rentals,Parking Lot,,,
street_views_000046,2018-01-01,"South Central Avenue, West",2700,3386,,"iglesia de la santa muerte, lectura del puro, se hacen limpias, lectura de cartas, le podemos ayundar con cualquier problema, rosario la santa muerte sabados a las, dance studio, ministerio evangelico internacional, nuevo a",,,Dance Studio,Dance Studio,,,,
street_views_000047,2018-01-01,"South Central Avenue, East",2800,3382,"Tams burgers, 93.5 , hip hop back in the day",,93.5 radio,,Tams burgers,Fast Food,parking lot,,,
street_views_000048,2018-01-01,"South Central Avenue, East",2800,2956,"central news stand, faxes, king city, check cashing, checks cashed, money trasnfer, utility bills, fax service, copies, digicel, vigo, aquí, elektra, SC Matress, osby party supply, tools, ","herramienta, casa, cambio de cheques, envíos transfer, orland valuta,",Vigo,,"King City Check Cashing, SC Mattress","Financial Services, Mattress",,handpainted signs,,
street_views_000049,2018-01-01,"South Central Avenue, East",2800,2956,"Arturo's Discount Aceptamos, Now Accepting EBT, ATM inside, intermex, money transfer, purified water sold here, arturos discount market, intermex, international money express, check cashing, casa de cambi","Aceptamos, viamericas, envíos de dinero, aqua purificada, de venta aquí,envíe su dinero a latino américa, fácil, rápido and seguro, mexico, centro, and sudamerica, guatemala, tan chapín como tú, casa de cambio",,,Arturos Discount Store,Discount Store,parking lot ,handpainted signs,,
street_Views_000050,2018-01-01,"South Central Avenue, West",2800,4275,"Laundry, 84 million Americans have prediabetes even puppy lovers, doihaveprediabetes.org, outfront, for rent",,Prediabetes,,Laundry,Laundromat,parking lot ,handpainted signs,,
street_views_000051,2018-01-01,"South Central Avenue, East",2800,2956,a place called home,,,,A Place Called Home,Community Center,parking lot ,,,
street_views_000052,2018-01-01,"South Central Avenue, West",2800,4275,"Meños Tires, Michelin, tires and wheels, new and used, open 7 days, 4 wheel alignments, good year, open sundays, Mobile Wash, Car Wash at your place now, download on the app store",,Mobile Wash,,Menños Tires and Wheels,Automotive Services,parking lot ,,,
street_views_000053,2018-01-01,"South Central Avenue, West",2900,1397,"a place called home, smog check test only, island smog check, for lease, 220 volts, auto parts, star certified, stte of california licensed, free pretest",,,,"A Place Called Home, Island Smog Check",Community Center,,handpainted signs,,
street_views_000054,2018-01-01,"South Central Avenue, West",2900,,"designs, expressions printing graphics, large format, signs, now we do embriodery, banners, car magnets, signs, stickers, business cards, invoices, decals, come in were open, digital, print, design silk screen, tshirts, mexico","el que mands es el patron, facil paido, segurdo, ",Lung Cancer,,Expressions Printing and Graphics,Printing and Graphics,"Street Art, Graffiti",,,
street_views_000055,2018-01-01,"South Central Avenue, West",3000,1390,"For Lease, general discount store, C and J electronics and general merchandise, cds, dvds, duplicator tower, phone chargers, iphone and andrioid acessories, karoke machine, bluetooth speakers,open, expressions printing and graphics,banners, flyers, cards, designs, coca cola, the perfect amigo for your meal, try one today, served 2 enjoy, restaurant and catering","Tienda de descuento,  articulos de belleza, limpieza, perfues, calzado, ropa, abierto, ",,,"Served 2 Enjoy Restaurant and Catering, Tienda De Descuento General Discount Store","Restaurant, Catering",,Street Art,,
street_views_000056,2018-01-01,"South Central Avenue, East",2900,3644,YMI Jeans,,,,,Commerical ,parking lot,,,
street_views_000057,2018-01-01,"South Central Avenue, East",2900,3644,"YMI Jeans, Available, DAUM, Shipping, Receiving, Wanna Betta Butt",,YMI Jeans,,,Commercial,parking lot,,,
street_views_000058,2018-01-01,"South Central Avenue, East",3000,,,,,,,Commerical ,,,,
street_views_000059,2018-01-01,"South Central Avenue, West ",3000,3540,"DC Bike Shop, sales and parts, pure fix, learn spanish,metropcs,  boost mobile, now leasing, lets keep our community, clean and green","Parties y reparacion de bicicletas,  aprenda ingles, en este negocio no compramos bicicletas sin excepcion alguna, envia dinero a mexico centro y  sudamerica, ria, gigas sin límite,",clean and green,,"DC Bike Shop, MetroPCS,  Boost Mobile","Bike Shop, cellular service",parking lot,,bikes,
street_views_000060,2018-01-01,"South Central Avenue, East ",3000,1049,"latinos, sea food, general, la fortuna meats, Cotton LA,American textile","carniceria, productos, aceptamos estampillas y cupones de comida, se vende frutas y vegetales, pan y cafe en las mañanas, especial sabado y domingo, diesmillo preparado, espaldilla preparada,",,,La Fortuna Meat Market,Meat Market,parking lot,handpainted sign,,
street_views_000061,2018-01-01,"South Central Avenue, East",3200,1049,"For Rent, Mikeys Discount Store, Smoke Shop, We got all your needs, open, blunts, lighters, cigarretes, must be 21, newport, marlboro, camel, bugler, for sale, for sale by owner, barber shop, fades, tapers, fohawks, walkins welcome, hair cuts design, all types of cuts, open, cold beer, bar, restaurant, fernandos, pool, shaves",,,,"Mikeys Discount Store, Smoke Shop, Barber Shop, Fernandos Bar Restaurant","Discount Store, Smoke Shop, Beauty Salon and Barber Shop, Restaurant",,Handpainted sign,,
street_views_000062,2018-01-01,"South Central Avenue, West",3200,3540,"Adelas Market, walkins welcome, connys hair cut","detergentes, ropa, sodas, shampoos, beauty salon unisex, cortes para toda la familia, permanents, tayitos, tintes, peinados y mucho mas, salon de belleza, cortes, tintes, peinados, taitos, ermanentes, especial de mercoles para, ",,,"Adelas Market, Connys Hair Cut","General Store, Beauty Salon and Barber Shop",,Handpainted sign,,
street_views_000063,2018-01-01,"South Central Avenue, West",3200,3540,"el paco, mini market, dulce mexican, frigidaire, partes, usa, open, kenmore, wirlpool, kenmore, maytag, snacks, doritos, dulce mexican",,,,"La Segunda de Paco Appliances, Mini Market","Appliance Store, Mini Market",,,,
street_views_000064,2018-01-01,"South Central Avenue, West",3200,3540,"Buddy's Liquor , ATM Machine, Lucky Retailer, 12PK cans, meat, metro, taekwondo","especial por inscripcion, 1 mes y 1 uniforme gratis, clases para niños y adultos, ",,,"Taekwondo, Buddys Liquor","Liquor Store, martial arts","Liquor Store, martial arts",,,
street_views_000065,2018-01-01,"South Central Avenue, West",3300,3537,"Coco, play now, calottery, play a game, play for millions, pick a game, play for millions, every story beings somehwere, share a coke and share your trojan spirit, ",,,,Coco Discount Store,"Discount Store, Smoke Shop, Beauty Salon and Barber Shop, Restaurant",,street art,,
street_views_000066,2018-01-01,"South Central Avenue, West",3300,3537,Continental Ice Cream and Candy,,,,Continential Ice Cream and Candy,Ice Cream Shop,parking lot,"graffiti, street art",,
street_views_000067,2018-01-01,"South Central Avenue, West",3300,3537,,,,,,Commerical ,parking lot,street art,,
street_views_000068,2018-01-01,"South Central Avenue, East",3300,1050,"Subway, Lets keep our community, clean and green, Sushilitos Cafe, now open",,Clean and Green,,"Subway, SushiLitos Cafe","Fast Food, Restaurant",,,,
street_views_000069,2018-01-01,"South Central Avenue, East",3300,1050,"Lucys discount, atm inside, for sale, ","aceptamos EBT, 99 and up, 99 y mas, pupuseria el",,,Lucys Discount Store,Discount Store,,Handpainted Signs,,
street_views_000070,2018-01-01,"South Central Avenue, West",3400,1369,"Fire Station No 14, Los Angeles Fire Department Safe House",,,,,Fire Department,,,,
street_views_000071,2018-01-01,"South Central Avenue, East",3400,3529,"Newton Area Police Station, ATM inside, Safe House,",,,,,Police Department,,,,
street_views_000072,2018-01-01,"South Central Avenue, West",3400,3530,"St Patricks Church, Extraordinary jubilee of mercy, let the church always be a place of mercy and hope where everyone is welcomed loved and forgiven, pope francis, pontifex, metro",somos tu health net,Health Net,,,Church,parking lot,,,
street_views_000073,2018-01-01,"South Central Avenue, East",3500,3525,"underwear, bestline, lingerie, youmita, entrance, parking, metro",,,,Youmita Underwear and Lingere,Undergarment Stores,,,,
street_views_000074,2018-01-01,"South Central Avenue, West",3500,1115,"Life can change in an instant, affordable housing, rent me, haulaway.com",,covered california,,,,"open lot, development",street art,,
street_views_000075,2018-01-01,"South Central Avenue, East",3500,3525,"93.5,hip hop, lingere wholesale, ",ropa interior mayoreo,93.5,,youmita,undergarment store,parking lot,,,
street_views_000076,2018-01-01,"South Central Avenue, West",3500,1115,"income tax, bbva bancomer, elektra, civil marriages, garcias mini market, use crosswalk","se crosswalk, tipo de cambio al mejor precio, matrimonios,tienda rosy, se hace todo tipo de alteraciones para cualquier tipo de opa, tienda rosy, regalos, globos, ropa para toda la familia etc, paqueteria, envios de dinero",,,"Garcias Mini Market, Tienda Rosy, Income Tax and Civil Marriages","mini market, legal services, financial services",,handpainted signs,,
street_views_000077,2018-04-01,"South Central Avenue, West",4000,4487,"McDonalds, billions and billions served, coming soon, warning keep out, ecamsecure, united",,,,,fast food,"open lot, development",graffiti,previous McDonalds,
street_views_000078,2018-04-01,"South Central Avenue, West",4000,4487,"flips coin wash,estelas beauty salon, laundromat, under new management, everyday, 6am-9pm,  DCtacoscatering, dc tacos, we cater for any ocations, barber shop"," lavanderia, ",,,"Flips Coin Wash Laundromat, Estelas Beauty Salon","laundromat, beauty salon and barber shop",parking lot,handpainted signs,,
street_views_000079,2018-04-01,"South Central Avenue, East",4000,4431,"Center for Advanced Learning, A public charter school, excellence is our only option",,,,,School,parking lot,,school,
street_views_000080,2018-04-01,"South Central Avenue, East",4000,4483,"Mini Market, welcome, atm inside,restaurant, open, printing and embroidery, stop, aeromexico, delta, united, american airlines, intermex, famsa, santander serfin, bacomer, elektra, soriana","farmacias guadalajara, chedraui, si cumple, afex, miercoles cerrado bienvenidos,botanica la santa muerte, el compa, orario, lunes a sabado, domingo, vigo, envios de dinero, alcava travel agencia de viajes, envios de dinero, mexicana, banco azteca, banorte, banamex,",,,"Mini Market, Botancia La Santa Muerte, Restaurant El Compa, Printing and Embroidery, Alcava Travel Agency","Mini Market, Alternative Medicine, Restaurant, Printing and Graphics, Travel Agency",,,,
street_views_000081,2018-04-01,"South Central Avenue, East",4000,4483,"beauty salon, isabel, unisex, parking, barber shop, prestigio y calidad, central barber shop, marijuana delivered, bankruptcy, divorce",,Eaze Marijuana,,"Beauty Salon, Central Barber Shop",Beauty Salon and Barber Shop,parking lot,"handpainted sign, street art",,
street_views_000082,2018-04-01,"South Central Avenue, East",4000,4483,"1 dll and up, no tax store, dayuan, central inn motel, boys and girls club, open the door at grefutures.org, rav 4, atm inside, ebt cash, tide, digicel",,"Rav 4 Toyota, Boys and Girls Club",,"No Tax Store General Store, central inn motel","General Store, Motel",,,,
street_views_000083,2018-04-01,"South Central Avenue, West",4000,3376,"for lease, botanical 13 espiritus, smoke shop, central flowers",,,,"Botanica los 12 espiritus, Smoke Shop, Central Flowers","Alternative Medicine, Smoke Shop, Florist",,,,
street_views_000084,2018-04-01,"South Central Avenue, West",4000,3376,"betos furniture, layaway,the clover signs, buy, sell, repair, s and j appliances, LA travel, auto registration, infinity, great car insurance, covered california, farmers insurance ","sistema de apartado, lavadoras y refrigeradores, venta y reparacion, ",,,"LA Travel and Insurance Services, Infinity Car Insurance, Covered California, Farmers Insurance, Betos Furniture, S and J Appliances","Travel Agency, Financial Services, Furniture Store, Appliance Store",,"handpainted signs, street art, mural",,
street_views_000085,2018-01-01,"South Central Avenue, West",4100,3376,"Water Store and Ice, Compassion for all beings in the universe starts within Buddha, colorful souls project, boost mobile, mobilePCS, atm , ebt cash, copies and fac, iphone repairs, free samsung and LG, t-mobile, lycamobile, univison mobile, ultra mobile, ",,,,"Water Store and Ice, Boost Mobile, MetroPCS","Water Store, Cellular Service",parking lot,"mural, street art",,
street_views_000086,2018-01-01,"South Central Avenue, West",4100,3376,"rositas mini market, cocacola, oxiclean, ariel,  masters tax, declare, karen flowers, for rent, lupitas market, fries and vegetables, milk, 99 and up, littering ","solo las mejores marcas, roma, clemente jacques,   divorcio, desalojo, real estate, inmigración, real estate, su cheque, de volada, frutas y verduras,",,,"rositas mini market, masters tax","Mini Market, Financial Services",parking lot,,,
street_views_000087,2018-01-01,"South Central Avenue, East",4100,3374,sand piper motel,,,,sand piper motel,Motel,,,,
